location,size,total_sqft,bath,price,bhk,price_per_sqft
Hennur Road,5 Bedroom,1500.0,5.0,175.0,5,1166.6666666666667
Yeshwanthpur,3 BHK,2501.0,3.0,138.0,3,551.7792882846861
Kanakpura Road,1 BHK,381.0,1.0,28.0,1,734.9081364829397
Gopalapura,4 BHK,3301.8,5.0,570.0,4,1726.3310921315644
Hennur Road,3 BHK,2002.0,3.0,120.0,3,599.4005994005994
Meenakunte,3 Bedroom,3200.0,3.0,260.0,3,812.5
Banjara Layout,2 Bedroom,1200.0,2.0,70.0,2,583.3333333333334
Sarjapur  Road,4 Bedroom,1500.0,3.0,235.0,4,1566.6666666666667
Bommasandra,3 Bedroom,1942.0,3.0,90.0,3,463.43975283213183
Thyagaraja Nagar,1 Bedroom,660.0,1.0,95.0,1,1439.3939393939395
Banashankari Stage III,4 Bedroom,1200.0,6.0,170.0,4,1416.6666666666667
Basavanna Nagar,3 BHK,1450.0,3.0,90.0,3,620.6896551724138
Electronic City,2 BHK,1039.0,2.0,50.0,2,481.23195380173246
Old Madras Road,2 BHK,1210.0,2.0,80.0,2,661.1570247933885
Attibele,2 BHK,995.0,1.0,24.88,2,250.0502512562814
Yelahanka,3 BHK,1620.0,3.0,90.0,3,555.5555555555555
Choodasandra,3 Bedroom,3204.0,4.0,395.0,3,1232.8339575530588
Hebbal Kempapura,3 BHK,3408.0,3.0,260.0,3,762.9107981220657
Marathahalli,2 BHK,1314.0,2.0,55.0,2,418.56925418569256
Bisuvanahalli,2 BHK,945.0,2.0,33.0,2,349.2063492063492
Nehru Nagar,3 BHK,1374.0,3.0,72.0,3,524.0174672489082
Kanakpura Road,3 BHK,1603.0,3.0,113.0,3,704.9282595134124
Kengeri,3 BHK,1230.0,2.0,52.0,3,422.7642276422764
 Basavangudi,1 RK,670.0,1.0,50.0,1,746.2686567164179
Sarjapur  Road,4 BHK,1864.0,3.0,105.0,4,563.304721030043
Hosa Road,3 Bedroom,2500.0,3.0,100.0,3,400.0
Raja Rajeshwari Nagar,3 BHK,1625.0,2.0,54.0,3,332.3076923076923
Whitefield,2 BHK,1186.0,2.0,55.0,2,463.74367622259695
KR Puram,8 Bedroom,1500.0,7.0,382.0,8,2546.6666666666665
Electronic City,2 BHK,770.0,1.0,39.9,2,518.1818181818181
Varthur,2 BHK,1085.0,2.0,45.0,2,414.7465437788018
Dairy Circle,4 BHK,3754.0,6.0,480.0,4,1278.6361214704316
Dodsworth Layout,3 BHK,1893.0,3.0,115.0,3,607.5013206550449
Thurahalli,4 Bedroom,600.0,3.0,65.0,4,1083.3333333333333
Kundalahalli,3 BHK,1496.0,2.0,78.0,3,521.3903743315508
Chandapura,3 BHK,1305.0,3.0,33.28,3,255.0191570881226
Electronics City Phase 1,3 BHK,1550.0,2.0,82.0,3,529.0322580645161
Marathahalli,3 BHK,1200.0,2.0,58.17,3,484.75
Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,632.8647925033467
Electronic City Phase II,2 BHK,1286.0,2.0,69.0,2,536.547433903577
"Banashankari 6th stage , 2nd block",3 Bedroom,600.0,4.0,100.0,3,1666.6666666666667
Hebbal,3 BHK,1860.0,3.0,95.0,3,510.752688172043
Raghuvanahalli,1 BHK,425.0,1.0,750.0,1,17647.058823529413
Haralur Road,2 BHK,1243.0,2.0,45.0,2,362.02735317779565
Brookefield,2 BHK,1200.0,2.0,75.0,2,625.0
Sarjapur,2 BHK,1044.0,2.0,32.0,2,306.51340996168585
7th Phase JP Nagar,2 BHK,1040.0,2.0,41.59,2,399.9038461538462
8th Phase JP Nagar,2 BHK,1125.0,2.0,36.94,2,328.35555555555555
Cunningham Road,3 BHK,3489.0,3.0,662.0,3,1897.3918028088278
Subramanyapura,3 BHK,1278.0,2.0,59.0,3,461.65884194053206
Chelekare,6 BHK,2400.0,6.0,98.0,6,408.3333333333333
Belatur,2 BHK,1250.0,2.0,43.0,2,344.0
Vijayanagar,5 Bedroom,2400.0,6.0,125.0,5,520.8333333333334
KR Puram,5 Bedroom,4166.0,5.0,560.0,5,1344.215074411906
Lakshminarayana Pura,2 BHK,1210.0,2.0,75.0,2,619.8347107438017
8th Phase JP Nagar,4 BHK,1200.0,3.0,110.0,4,916.6666666666666
Sarjapur  Road,3 BHK,1157.0,2.0,57.84,3,499.91356957649094
Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,51.15,2,431.6455696202532
Kalena Agrahara,3 BHK,1450.0,3.0,100.0,3,689.6551724137931
Old Madras Road,3 BHK,1859.0,3.0,121.0,3,650.887573964497
Rajaji Nagar,2 BHK,1763.0,3.0,262.0,2,1486.1032331253546
Attibele,2 BHK,900.0,1.0,25.0,2,277.77777777777777
Ramamurthy Nagar,3 BHK,1305.0,3.0,60.0,3,459.7701149425287
Srirampuram,3 BHK,1200.0,2.0,100.0,3,833.3333333333334
Thanisandra,1 BHK,784.0,1.0,35.285,1,450.063775510204
Sarjapur  Road,2 BHK,1150.0,2.0,36.8,2,320.0
Whitefield,3 BHK,1806.0,3.0,85.0,3,470.65337763012184
Kudlu,2 BHK,1027.0,2.0,42.0,2,408.95813047711783
Uttarahalli,2 BHK,1002.0,2.0,40.08,2,400.0
Electronic City Phase II,3 BHK,1220.0,2.0,36.21,3,296.8032786885246
Whitefield,2 BHK,1109.0,2.0,35.22,2,317.5834084761046
Uttarahalli,2 BHK,1002.0,2.0,40.08,2,400.0
Narayanapura,2 BHK,1308.0,2.0,89.04,2,680.7339449541286
Hennur Road,2 BHK,1232.0,2.0,69.6,2,564.9350649350649
Haralur Road,2 BHK,1027.0,2.0,44.0,2,428.43232716650436
Kalyan nagar,2 BHK,1250.0,2.0,65.0,2,520.0
2nd Phase JP Nagar,6 Bedroom,900.0,6.0,170.0,6,1888.888888888889
KR Puram,4 Bedroom,960.0,4.0,80.0,4,833.3333333333334
Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,53.87,2,429.2430278884462
Akshaya Nagar,3 BHK,1434.0,3.0,84.0,3,585.7740585774059
Doddathoguru,2 BHK,925.0,2.0,30.0,2,324.3243243243243
Jakkur,3 BHK,1858.0,3.0,123.0,3,662.0021528525295
Jakkuru Layout,2 BHK,1205.0,2.0,70.0,2,580.9128630705394
Nelamangala,3 Bedroom,1500.0,3.0,90.0,3,600.0
Nagawara Junction,3 Bedroom,1200.0,3.0,200.0,3,1666.6666666666667
Mysore Road,2 BHK,1020.0,2.0,48.95,2,479.9019607843137
Thanisandra,2 BHK,965.0,2.0,56.0,2,580.3108808290156
7th Phase JP Nagar,5 Bedroom,1800.0,6.0,270.0,5,1500.0
Hoysalanagar,6 Bedroom,1200.0,4.0,90.0,6,750.0
Battarahalli,2 BHK,1636.0,2.0,82.89,2,506.6625916870416
Kundalahalli,3 BHK,1724.0,3.0,125.0,3,725.0580046403712
Whitefield,2 BHK,1216.0,2.0,67.0,2,550.9868421052631
Yelahanka,1 BHK,654.0,1.0,36.25,1,554.2813455657492
Chikkabanavar,4 Bedroom,2460.0,7.0,80.0,4,325.2032520325203
Abbaiah Reddy Layout,2 BHK,1190.0,2.0,41.0,2,344.5378151260504
Tavarekere,7 Bedroom,1200.0,5.0,180.0,7,1500.0
Budigere,3 BHK,1636.0,3.0,92.0,3,562.3471882640587
Hennur Road,2 BHK,1195.0,2.0,73.0,2,610.8786610878661
Nagavara,3 BHK,2400.0,3.0,251.0,3,1045.8333333333333
1st Block HRBR Layout,2 BHK,1250.0,2.0,67.0,2,536.0
Whitefield,3 BHK,1452.0,3.0,90.0,3,619.8347107438017
Thanisandra,3 BHK,1546.0,3.0,95.0,3,614.4890038809832
Sarjapur  Road,4 Bedroom,3385.5,6.0,142.0,4,419.4358292718948
Indira Nagar,3 Bedroom,1440.0,3.0,275.0,3,1909.7222222222222
Naganathapura,2 Bedroom,2260.0,3.0,80.0,2,353.98230088495575
Tavarekere,4 Bedroom,2700.0,3.0,90.0,4,333.3333333333333
Indira Nagar,2 BHK,1475.0,2.0,171.0,2,1159.322033898305
JP Nagar,4 BHK,3000.0,3.0,150.0,4,500.0
KG Halli,1 Bedroom,375.0,1.0,26.0,1,693.3333333333334
Balagere,2 BHK,1007.0,2.0,66.0,2,655.4121151936445
Cubbon Road,4 BHK,5422.0,6.0,1900.0,4,3504.24197713021
Hennur Road,2 BHK,1020.0,2.0,47.0,2,460.7843137254902
Lavelle Road,2 BHK,1000.0,2.0,150.0,2,1500.0
Varanasi,2 Bedroom,800.0,3.0,59.5,2,743.75
Geddalahalli,5 Bedroom,1200.0,3.0,95.0,5,791.6666666666666
Marathahalli,2 BHK,1125.0,2.0,55.0,2,488.8888888888889
Kudlu Gate,9 Bedroom,1150.0,9.0,140.0,9,1217.391304347826
Kada Agrahara,3 BHK,909.0,2.0,43.0,3,473.04730473047306
Whitefield,4 Bedroom,2850.0,5.0,240.0,4,842.1052631578947
Dodsworth Layout,2 BHK,1400.0,2.0,85.0,2,607.1428571428571
Kadugodi,2 BHK,1152.0,2.0,61.0,2,529.5138888888889
Subramanyapura,2 BHK,958.0,2.0,34.49,2,360.0208768267223
Whitefield,2 BHK,1150.0,2.0,55.0,2,478.2608695652174
Old Madras Road,3 BHK,2990.0,5.0,173.0,3,578.5953177257525
Bellandur,2 BHK,1310.0,2.0,85.0,2,648.8549618320611
Hosur Road,3 BHK,1590.0,2.0,126.0,3,792.4528301886793
Green Glen Layout,3 BHK,1645.0,3.0,110.0,3,668.693009118541
Veerabhadra Nagar,3 Bedroom,1800.0,2.0,100.0,3,555.5555555555555
Thanisandra,3 BHK,1795.0,3.0,150.0,3,835.6545961002786
8th Phase JP Nagar,2 BHK,1100.0,2.0,35.0,2,318.1818181818182
Thanisandra,1 BHK,777.0,1.0,38.535,1,495.9459459459459
Kalkere,2 BHK,925.0,2.0,70.0,2,756.7567567567568
Basavangudi,3 BHK,1542.14,3.0,120.0,3,778.139468530743
Konanakunte,4 Bedroom,3746.0,6.0,375.0,4,1001.06780565937
Thanisandra,3 BHK,1430.0,2.0,54.0,3,377.6223776223776
Bommanahalli,2 BHK,1020.0,2.0,55.0,2,539.2156862745098
Ramamurthy Nagar Extension,4 Bedroom,750.0,2.0,42.0,4,560.0
Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,288.7719298245614
Anekal,3 BHK,967.0,2.0,45.0,3,465.3567735263702
Hebbal,4 BHK,2470.0,4.0,203.0,4,821.8623481781376
Maruthi Nagar,2 BHK,850.0,1.0,35.5,2,417.6470588235294
Vidhyanagar Cross,2 BHK,1100.0,2.0,32.0,2,290.90909090909093
Thanisandra,3 BHK,1697.0,3.0,110.0,3,648.202710665881
Varthur,2 BHK,1250.0,2.0,47.0,2,376.0
Gottigere,2 BHK,1120.0,2.0,50.0,2,446.42857142857144
NRI Layout,4 Bedroom,1200.0,4.0,95.0,4,791.6666666666666
Hennur Road,5 Bedroom,5100.0,6.0,375.0,5,735.2941176470588
7th Block Jayanagar,4 Bedroom,2400.0,3.0,480.0,4,2000.0
Hebbal,2 BHK,1200.0,2.0,52.0,2,433.3333333333333
7th Phase JP Nagar,2 BHK,1100.0,2.0,44.0,2,400.0
 Devarachikkanahalli,3 BHK,1417.0,2.0,76.0,3,536.3443895553987
Thanisandra,3 BHK,1492.0,3.0,88.0,3,589.8123324396782
Devanahalli,3 BHK,1498.0,3.0,79.15,3,528.3711615487316
Bellari Road,4 BHK,3500.0,2.0,350.0,4,1000.0
Kundalahalli,2 BHK,1010.0,2.0,48.27,2,477.92079207920796
Hennur,2 BHK,1255.0,2.0,53.5,2,426.2948207171315
Channasandra,2 BHK,1050.0,2.0,35.0,2,333.3333333333333
Hegde Nagar,3 BHK,1847.0,3.0,125.0,3,676.773145641581
1st Stage Indira Nagar,2 BHK,1200.0,2.0,55.0,2,458.3333333333333
Bellandur,2 BHK,982.0,2.0,37.28,2,379.63340122199594
Hegde Nagar,3 BHK,2144.6,4.0,145.0,3,676.1167583698592
Kengeri,2 BHK,750.0,2.0,36.5,2,486.6666666666667
Electronic City,2 BHK,919.0,2.0,35.0,2,380.8487486398259
Budigere,2 BHK,1087.0,2.0,54.3,2,499.54001839926406
Sunder Ram Shetty Nagar,3 BHK,1480.0,3.0,74.0,3,500.0
Tindlu,2 BHK,1180.0,2.0,52.0,2,440.6779661016949
6th Block Jayanagar,3 BHK,2100.0,4.0,255.0,3,1214.2857142857142
Jigani,3 BHK,1221.0,3.0,65.0,3,532.3505323505324
Haralur Road,2 BHK,1194.0,2.0,46.0,2,385.2596314907873
Thanisandra,3 BHK,2072.0,3.0,122.0,3,588.8030888030888
Whitefield,3 BHK,1600.0,3.0,69.0,3,431.25
Sahakara Nagar,3 BHK,2200.0,3.0,98.0,3,445.45454545454544
Rajaji Nagar,3 BHK,1640.0,3.0,220.0,3,1341.4634146341464
Kaikondrahalli,2 BHK,1253.0,2.0,81.5,2,650.438946528332
Hennur Road,2 BHK,1061.0,2.0,54.92,2,517.6248821866164
Marathahalli,3 BHK,1950.0,3.0,115.0,3,589.7435897435897
Marathahalli,2 BHK,1250.0,2.0,68.0,2,544.0
Hennur Road,3 BHK,1585.0,2.0,80.0,3,504.73186119873816
Kanakpura Road,3 BHK,1452.0,3.0,60.98,3,419.9724517906336
Kammasandra,2 BHK,1015.0,2.0,37.0,2,364.5320197044335
Begur Road,4 BHK,2464.5,6.0,118.0,4,478.7989450192737
Marathahalli,2 BHK,1125.0,2.0,56.8,2,504.8888888888889
Electronic City Phase II,2 BHK,1116.0,2.0,40.0,2,358.42293906810033
Kadarenahalli,1 Bedroom,400.0,1.0,35.0,1,875.0
Kasavanhalli,4 BHK,4000.0,4.0,325.0,4,812.5
Hebbal,4 BHK,3900.0,4.0,410.0,4,1051.2820512820513
Old Madras Road,2 BHK,1300.0,2.0,100.0,2,769.2307692307693
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,60.42,2,425.79281183932346
Punappa Layout,3 BHK,1310.0,2.0,55.0,3,419.8473282442748
Thigalarapalya,3 BHK,2072.0,4.0,152.0,3,733.5907335907336
Kaggadasapura,2 BHK,1240.0,2.0,58.58,2,472.4193548387097
Chamrajpet,3 BHK,1565.0,3.0,98.91,3,632.0127795527156
Budigere,3 BHK,1820.0,3.0,89.0,3,489.010989010989
Gubbalala,3 Bedroom,2500.0,3.0,88.0,3,352.0
KR Puram,5 Bedroom,3657.0,5.0,310.0,5,847.6893628657369
Hosa Road,2 BHK,1245.0,2.0,62.0,2,497.99196787148594
GM Palaya,3 BHK,1315.0,3.0,65.0,3,494.2965779467681
Kenchenahalli,3 BHK,1410.0,2.0,73.0,3,517.7304964539007
Dasarahalli,2 BHK,1375.0,2.0,60.0,2,436.3636363636364
Old Madras Road,2 BHK,1299.0,2.0,95.0,2,731.3317936874519
Pampa Extension,2 BHK,993.0,2.0,45.5,2,458.2074521651561
Bommasandra Industrial Area,2 Bedroom,1200.0,3.0,45.0,2,375.0
Lavelle Road,2 BHK,985.0,2.0,156.0,2,1583.756345177665
4th Block Koramangala,4 Bedroom,2400.0,5.0,180.0,4,750.0
Hebbal,3 BHK,1255.0,2.0,95.0,3,756.9721115537849
Hoodi,3 BHK,1655.0,3.0,131.0,3,791.5407854984894
Whitefield,4 BHK,2830.0,5.0,190.0,4,671.3780918727915
 Sector 1 HSR Layout,1 BHK,6000.0,1.0,276.0,1,460.0
Electronic City,2 BHK,550.0,1.0,15.0,2,272.72727272727275
Balaji Gardens Layout,1 BHK,825.0,2.0,40.0,1,484.8484848484849
Begur Road,3 BHK,1634.0,3.0,111.0,3,679.3145654834761
Kogilu,8 Bedroom,1200.0,6.0,105.0,8,875.0
Banaswadi,2 BHK,1222.0,2.0,80.0,2,654.6644844517185
Gottigere,3 BHK,1500.0,3.0,63.0,3,420.0
Akshaya Nagar,3 BHK,1890.0,4.0,100.0,3,529.1005291005291
Hegde Nagar,4 Bedroom,3750.0,6.0,375.0,4,1000.0
Hulimavu,2 BHK,850.0,1.0,39.5,2,464.70588235294116
Whitefield,2 BHK,1295.0,2.0,78.5,2,606.1776061776062
Sarjapur  Road,2 BHK,1320.0,2.0,100.0,2,757.5757575757576
ISRO Layout,4 Bedroom,950.0,3.0,179.0,4,1884.2105263157894
Hebbal,4 Bedroom,1200.0,4.0,225.0,4,1875.0
2nd Stage Nagarbhavi,4 Bedroom,3000.0,3.0,170.0,4,566.6666666666666
Harlur,2 BHK,1197.0,2.0,82.0,2,685.045948203843
Hoysalanagar,3 BHK,1320.0,2.0,60.0,3,454.54545454545456
Billekahalli,5 Bedroom,1180.0,5.0,98.5,5,834.7457627118644
Whitefield,1 BHK,840.0,1.0,57.6,1,685.7142857142857
Whitefield,1 BHK,640.0,1.0,19.83,1,309.84374999999994
Raja Rajeshwari Nagar,3 BHK,1693.0,3.0,71.38,3,421.61842882457177
Kodihalli,2 BHK,1000.0,2.0,62.0,2,620.0
Babusapalaya,2 BHK,1305.0,2.0,70.0,2,536.3984674329502
Kodichikkanahalli,1 BHK,450.0,1.0,18.0,1,400.0
CV Raman Nagar,1 BHK,705.0,1.0,57.0,1,808.5106382978723
Ilyas Nagar,4 BHK,750.0,6.0,75.0,4,1000.0
Tumkur Road,5 Bedroom,4800.0,5.0,150.0,5,312.5
Koramangala Industrial Layout,4 Bedroom,5000.0,5.0,600.0,4,1200.0
Gubbalala,4 Bedroom,5000.0,4.0,425.0,4,850.0
Whitefield,3 BHK,1991.0,3.0,104.0,3,522.3505775991964
Battarahalli,3 BHK,1779.0,3.0,90.0,3,505.90219224283305
Whitefield,4 Bedroom,10200.0,4.0,1250.0,4,1225.4901960784314
Banaswadi,2 BHK,870.0,2.0,38.0,2,436.7816091954023
Thanisandra,3 BHK,1595.0,3.0,120.0,3,752.3510971786834
Kanakpura Road,1 BHK,525.0,1.0,26.0,1,495.23809523809524
Ramamurthy Nagar,4 Bedroom,945.0,5.0,120.0,4,1269.8412698412699
Basaveswarnagar,6 Bedroom,2400.0,4.0,420.0,6,1750.0
Iblur Village,3 BHK,2000.0,4.0,138.0,3,690.0
Yelahanka,3 BHK,1614.0,3.0,93.0,3,576.2081784386617
Gottigere,2 BHK,1200.0,2.0,40.0,2,333.3333333333333
Electronic City Phase II,3 BHK,1150.0,3.0,46.0,3,400.0
Indira Nagar,4 BHK,3200.0,4.0,440.0,4,1375.0
Sonnenahalli,3 BHK,1610.0,3.0,80.48,3,499.87577639751555
Whitefield,2 BHK,1190.0,2.0,41.0,2,344.5378151260504
Kallumantapa,2 BHK,1050.0,2.0,50.0,2,476.1904761904762
Vaishnavi Layout,4 Bedroom,4800.0,5.0,420.0,4,875.0
7th Phase JP Nagar,3 BHK,1460.0,2.0,97.0,3,664.3835616438356
Jaymahal Road,3 BHK,3400.0,3.0,400.0,3,1176.4705882352941
Naganathapura,1 Bedroom,600.0,1.0,33.0,1,550.0
Suraksha Nagar,3 BHK,1569.0,3.0,70.0,3,446.1440407903123
"Off Sarjapur Road, ",3 Bedroom,2600.0,3.0,147.0,3,565.3846153846154
Electronics City Phase 1,1 BHK,645.0,1.0,42.5,1,658.9147286821706
Nagarbhavi Garden Villas Layout,4 Bedroom,1200.0,3.0,180.0,4,1500.0
Nagarbhavi,3 Bedroom,800.0,3.0,95.0,3,1187.5
Mico Layout,2 Bedroom,800.0,2.0,80.0,2,1000.0
Marathahalli,2 BHK,1350.0,2.0,90.0,2,666.6666666666666
BTM 2nd Stage,3 BHK,2780.0,4.0,325.0,3,1169.0647482014388
Rajarajeshwari Nagara,3 BHK,1410.0,2.0,45.12,3,320.0
Whitefield,2 BHK,1109.0,2.0,35.47,2,319.8376916140667
Vasanth nagar,4 BHK,2000.0,3.0,1063.0,4,5315.0
Agrahara Dasarahalli,1 BHK,800.0,1.0,72.0,1,900.0
Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2,559.6707818930041
Basaveshwara Nagar,8 Bedroom,1230.0,6.0,250.0,8,2032.520325203252
Prithvi Layout,3 Bedroom,2273.0,4.0,192.0,3,844.6986361636604
Varthur Road,2 BHK,1255.0,2.0,52.76,2,420.398406374502
B Narayanapura,2 BHK,1020.0,2.0,49.0,2,480.3921568627451
T R Mill Road,3 BHK,1225.0,2.0,82.0,3,669.3877551020408
Singasandra,2 BHK,1120.0,2.0,60.0,2,535.7142857142857
Victoria Layout,5 Bedroom,2400.0,5.0,625.0,5,2604.1666666666665
Kasavanhalli,3 BHK,1225.0,2.0,69.0,3,563.265306122449
Whitefield,4 Bedroom,5200.0,5.0,242.0,4,465.38461538461536
Indira Nagar,4 BHK,4000.0,4.0,700.0,4,1750.0
Sarjapur  Road,3 BHK,1984.0,4.0,145.0,3,730.8467741935484
Old Madras Road,3 BHK,2425.0,3.0,197.0,3,812.3711340206186
ITPL,3 Bedroom,1200.0,3.0,56.12,3,467.6666666666667
Bommasandra,2 BHK,1127.0,2.0,45.0,2,399.2901508429459
Whitefield,3 BHK,1655.0,3.0,97.0,3,586.1027190332326
Ananth Nagar,1 BHK,500.0,1.0,14.0,1,280.0
Varthur,3 Bedroom,1200.0,3.0,68.38,3,569.8333333333334
Kaggadasapura,2 BHK,1000.0,2.0,43.0,2,430.0
CV Raman Nagar,2 BHK,1225.0,2.0,47.88,2,390.85714285714283
Hormavu,2 BHK,1350.0,2.0,45.0,2,333.3333333333333
Nagarbhavi,4 Bedroom,600.0,5.0,95.0,4,1583.3333333333333
Sahakara Nagar,2 BHK,1175.0,2.0,49.0,2,417.02127659574467
Sanne Amanikere,1 BHK,655.0,1.0,27.0,1,412.21374045801525
Hosa Road,3 BHK,1311.0,2.0,84.86,3,647.2921434019833
Banashankari Stage VI,3 Bedroom,600.0,4.0,90.0,3,1500.0
CV Raman Nagar,2 BHK,1000.0,2.0,38.5,2,385.0
Indira Nagar Stage 2,2 BHK,1196.0,2.0,96.0,2,802.6755852842809
Kanakpura Road,3 BHK,1050.0,2.0,59.0,3,561.9047619047619
Somasundara Palya,3 BHK,1275.0,2.0,52.0,3,407.84313725490193
Hommadevanahalli,2 BHK,927.0,2.0,50.0,2,539.3743257820928
Varthur,3 BHK,1520.0,2.0,61.0,3,401.3157894736842
BTM Layout 2nd Stage 1st Phase,4 Bedroom,2400.0,5.0,395.0,4,1645.8333333333333
Hebbal,2 BHK,1333.0,2.0,104.0,2,780.1950487621906
Tunganagara,1 BHK,600.0,1.0,18.0,1,300.0
Abbigere,3 BHK,1326.0,2.0,34.8,3,262.4434389140271
Koramangala,2 BHK,1370.0,2.0,125.0,2,912.4087591240876
Koramangala,2 BHK,1100.0,2.0,85.0,2,772.7272727272727
Haralur Road,3 BHK,1650.0,3.0,100.0,3,606.060606060606
Kasavanhalli,3 BHK,1917.0,3.0,132.0,3,688.5758998435055
Doddakannelli,3 BHK,780.0,3.0,75.0,3,961.5384615384615
Billekahalli,2 BHK,950.0,2.0,58.11,2,611.6842105263158
T C Palya main Road,2 BHK,1175.0,2.0,48.72,2,414.63829787234044
8th Phase JP Nagar,2 BHK,1089.0,2.0,43.55,2,399.90817263544534
Kalena Agrahara,3 BHK,1804.0,3.0,175.0,3,970.0665188470067
Hoodi,2 BHK,1257.0,2.0,68.5,2,544.9482895783611
Sarjapur,1 BHK,650.0,1.0,19.87,1,305.6923076923077
Whitefield,3 BHK,1850.0,3.0,150.0,3,810.8108108108108
Vishwapriya Nagar,4 Bedroom,2800.0,4.0,200.0,4,714.2857142857143
Vidyaranyapura,2 BHK,945.0,2.0,40.0,2,423.2804232804233
Koramangala,2 BHK,1161.0,2.0,63.85,2,549.956933677864
Banashankari Stage V,3 BHK,1630.0,3.0,51.35,3,315.03067484662574
Jalahalli,3 BHK,1310.0,2.0,60.0,3,458.01526717557255
Lake City,2 BHK,750.0,2.0,28.0,2,373.3333333333333
Whitefield,3 Bedroom,1200.0,3.0,67.77,3,564.75
Vittal Nagar,2 BHK,1000.0,2.0,45.0,2,450.0
Old Madras Road,4 Bedroom,4000.0,4.0,225.0,4,562.5
Nagavara,2 BHK,1315.0,2.0,70.0,2,532.319391634981
Sahakara Nagar,3 BHK,1370.0,2.0,90.0,3,656.9343065693431
Ulsoor,5 Bedroom,1200.0,4.0,150.0,5,1250.0
Bellandur,2 BHK,1465.0,3.0,90.0,2,614.3344709897611
JP Nagar,3 BHK,20000.0,3.0,175.0,3,87.5
Electronic City,2 BHK,1128.0,2.0,64.0,2,567.3758865248227
Padmanabhanagar,3 BHK,1250.0,2.0,70.0,3,560.0
Hebbal,3 BHK,1645.0,3.0,117.0,3,711.2462006079028
Horamavu Agara,3 BHK,1284.0,2.0,75.0,3,584.1121495327103
Hebbal,3 BHK,2600.0,3.0,199.0,3,765.3846153846154
Kodigehalli,3 BHK,1820.0,3.0,150.0,3,824.1758241758242
Haralur Road,3 BHK,1580.0,3.0,73.0,3,462.0253164556962
Akshaya Nagar,3 Bedroom,2650.0,3.0,125.0,3,471.6981132075472
Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2,559.6707818930041
Uttarahalli,2 BHK,1075.0,2.0,40.0,2,372.09302325581393
R.T. Nagar,3 BHK,1400.0,2.0,78.0,3,557.1428571428571
Subramanyapura,3 BHK,1400.0,2.0,55.0,3,392.85714285714283
Bisuvanahalli,2 BHK,845.0,2.0,30.0,2,355.0295857988166
Hegde Nagar,4 BHK,2600.0,4.0,40.0,4,153.84615384615384
Sarjapur,4 Bedroom,3854.5,6.0,385.5,4,1000.1297185108315
Richards Town,2 BHK,800.0,2.0,85.0,2,1062.5
Panathur,2 BHK,1199.0,2.0,85.0,2,708.9241034195163
Gunjur,2 BHK,1175.0,2.0,43.48,2,370.04255319148933
Sahakara Nagar,3 Bedroom,2400.0,3.0,270.0,3,1125.0
Bellandur,3 BHK,1767.0,3.0,109.0,3,616.8647425014149
Sarjapur  Road,4 BHK,1800.0,3.0,90.0,4,500.0
Talaghattapura,3 BHK,1856.0,3.0,135.0,3,727.3706896551724
R.T. Nagar,3 Bedroom,1200.0,3.0,140.0,3,1166.6666666666667
Rajaji Nagar,3 BHK,1613.0,3.0,150.0,3,929.9442033477991
Jakkur,4 BHK,6830.0,5.0,795.0,4,1163.98243045388
Whitefield,2 BHK,1290.0,2.0,90.0,2,697.6744186046511
Kasavanhalli,2 BHK,1375.0,2.0,78.0,2,567.2727272727273
Bagalur,2 BHK,985.0,2.0,57.0,2,578.6802030456853
Jeevan bima nagar,4 Bedroom,1200.0,4.0,200.0,4,1666.6666666666667
Singasandra,2 BHK,1099.0,2.0,37.5,2,341.21929026387625
Electronic City,1 BHK,605.0,1.0,13.31,1,220.0
1 Immadihalli,11 BHK,6000.0,12.0,150.0,11,250.0
RMV Extension Stage 2,7 Bedroom,3600.0,7.0,160.0,7,444.44444444444446
Marathahalli,2 BHK,1200.0,2.0,53.0,2,441.6666666666667
Hulimavu,2 BHK,1000.0,2.0,45.0,2,450.0
Electronic City,3 BHK,1159.0,2.0,38.0,3,327.8688524590164
Sarjapur  Road,5 BHK,3692.0,5.0,340.0,5,920.9100758396534
Devi Nagar,2 Bedroom,600.0,2.0,80.0,2,1333.3333333333333
4th Block Koramangala,4 Bedroom,2400.0,4.0,600.0,4,2500.0
BTM Layout,3 BHK,1540.0,2.0,78.0,3,506.4935064935065
"JP Nagar 7th Phase, ",3 BHK,1503.0,2.0,93.0,3,618.7624750499002
Ambedkar Nagar,3 BHK,1850.0,4.0,120.0,3,648.6486486486486
Uttarahalli,3 BHK,1580.0,3.0,60.0,3,379.746835443038
Mico Layout,2 BHK,1190.0,2.0,39.25,2,329.83193277310926
Sampigehalli,2 Bedroom,1200.0,2.0,61.0,2,508.3333333333333
HAL 2nd Stage,7 Bedroom,1000.0,7.0,250.0,7,2500.0
Jakkur,2 BHK,850.0,1.0,19.9,2,234.11764705882354
Domlur,3 BHK,2180.0,3.0,285.0,3,1307.3394495412845
